SMILES,ZINC_ID,ZINC_Protonation_ID
c1ccc(c(c1)[C@@H]2CC(=NN2C(=O)CN(CC[NH+]3CCOCC3)C(=O)C4CCCC4)c5cccs5)F,C35946950,P151590214
c1ccc(c(c1)[C@@H]2CC(=NN2C(=O)CN(CC[NH+]3CCOCC3)C(=O)C4CCC4)c5ccc(cc5)F)Cl,C35947134,P151590300
CCOc1ccc(cc1)[C@H]2CC(=NN2C(=O)CN3CC[NH+](CC3)Cc4ccccc4)c5ccc(cc5)OC,C36344031,P152407846
CC[NH+](CC)CCCN1[C@H](c2c(=O)c3cc(ccc3oc2C1=O)Br)c4ccc(cc4)C(=O)OC,C98047177,P155778302
COCCOC(=O)C1[C@H](C2C(=NC1=C)CCCC2=O)c3ccccc3I,C04062839,P05074960
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CSc3ccc(cc3)Br,C03525008,P10025061
c1cc(oc1)[C@@H]2[C@@H](C(=NC3=CCCC(=O)[C@H]23)SCC(=O)c4ccc(cc4)Br)C#N,C06499191,P10222543
COC(C12c3ccccc3C(c4c1cccc4)[C@@H]5[C@H]2C(=O)N(C5=O)Cc6ccc(cc6)F)OC,C00825670,P10879310
COC(C12c3ccccc3C(c4c1cccc4)[C@H]5[C@H]2C(=O)N(C5=O)Cc6ccc(cc6)F)OC,C00825669,P10879343
COc1ccc(cc1)N2[C@@H]([C@H](CCC2=O)C(=O)N3CCC[C@@H]3c4cccs4)c5ccccc5,C08825429,P13550013
c1cc(ccc1C2SCCS2)OC(=O)C3CCN(CC3)S(=O)(=O)c4ccc(cc4)F,C09050821,P13889924
c1ccc(c(c1)[S@@](=O)Cc2ccc(o2)C(=O)N3CCN(CC3)c4ccc(cc4)Cl)Cl,C09115498,P13981305
CCc1ccc(cc1)CN([C@H]2CCS(=O)(=O)C2)C(=O)COc3ccc(cc3)Br,C09463066,P14494057
c1ccc(cc1)CN(c2nc3c(cc(cc3s2)F)F)C(=O)CCS(=O)(=O)c4ccccc4,C10187539,P15510153
CCCC(=O)O[C@]1([C@H](C[C@H]2[C@@]1(CC(=O)[C@]3([C@H]2CCC4=CC(=O)C=C[C@]43C)F)C)C)C(=O)CCl,C11616193,P17256449
CN(Cc1ccccc1)C(=O)CN\2C(=O)CS/C2=C\c3nc(cs3)c4ccc(cc4)Cl,C12530874,P18411477
c1ccc(c(c1)CN(C2CC2)C(=O)C3CCN(CC3)S(=O)(=O)c4ccc(c(c4)Cl)F)F,C12809703,P18816312
CN(Cc1c(cccc1Cl)F)C(=O)[C@@H]2CCCN2S(=O)(=O)c3ccc(s3)Br,C12876127,P18913856
CN(Cc1cnn(c1)c2ccccc2)S(=O)(=O)c3cc(ccc3Br)Br,C12913008,P18966184
CN1C(=O)/C(=C\c2cc(c(c(c2)Br)OC(=O)c3cccs3)OC)/SC1=S,C15012133,P22818282
CC1=C([C@H]([C@@H]2C(=N1)C[C@H](CC2=O)c3ccccc3Cl)c4cccs4)C(=O)OCCOC,C09601486,P23167846
CCOC(=O)[C@]12[C@H]([C@@]1(C)C(=O)c3ccc(cc3)Cl)c4cc(ccc4OC2=O)Br,C16267825,P24614321
c1ccc(cc1)n2cc(c(n2)c3ccc(cc3)Cl)/C=C\4/C(=O)N(C(=S)S4)C[C@H]5CCCO5,C02533132,P25233613
CCCCN1c2ccc(cc2/C(=C/3\C(=O)N(C(=S)S3)C[C@H]4CCCO4)/C1=O)Br,C16731378,P25234922
CC(C)(C)c1csc(n1)CN2CCN(CC2)S(=O)(=O)c3ccc(cc3)Br,C22605422,P33568448
c1cc(c(cc1S(=O)(=O)N2CCN(CC2)Cc3csc(n3)c4ccsc4)Cl)F,C15483716,P33913433
Cc1c(sc2c1c(=O)n(c(n2)SCC(=O)N(C)Cc3ccccc3Br)C)C,C24774390,P36667375
c1ccc(cc1)CN(C2CC2)C(=O)[C@H]3CCCN(C3)S(=O)(=O)c4ccc(cc4)Br,C25050656,P37055712
CCCCN([C@@H]1CCS(=O)(=O)C1)C(=O)COc2ccc(cc2Br)Br,C26358113,P38864180
CCCN1C(=O)/C(=C\c2cccn2c3ccc(cc3)Br)/C(=O)N(C1=S)c4ccccc4,C32109818,P47336633
CN(C)c1ccc(cc1)[C@@H]2CC(=NN2C(=O)CSC(=S)N3CCCC3)c4cccs4,C33818253,P50112198
c1ccc(cc1)[C@H]2c3ccsc3CCN2CCC(=O)N4CCCN(CC4)C(=O)Cc5cccs5,C34830057,P51703276
COCCCN1[C@H](c2c(=O)c3cc(ccc3oc2C1=O)Br)c4ccc(cc4)SC,C35487935,P52658669
c1ccc(c(c1)N2CCN(CC2)C(=O)c3ccc(o3)C[S@@](=O)Cc4ccc(cc4)Cl)F,C09115846,P56459937
c1cc(ccc1COc2ccc(cc2)/C=N/N3C(=O)[C@H]4[C@@H]5CC[C@H]([C@H]4C3=O)C=C5)Br,C33958722,P59629885
c1cc(c(cc1Br)Br)OCC(=O)N([C@@H]2CCS(=O)(=O)C2)C3CCCC3,C09669759,P59803210
COc1c(cc(cc1Cl)C(=O)N(Cc2ccc(cc2)Cl)[C@@H]3CCS(=O)(=O)C3)Cl,C39868802,P60491821
CN(C)c1ccc(cc1)[C@@H]2CC(=NN2C(=O)CSC(=S)N3CCSCC3)c4cccs4,C45067849,P67919518
Cc1c(cco1)c2nn(c(=S)n2Cc3ccccc3)CN(C)Cc4cc(sc4)Br,C48374467,P72368041
CN1C(=O)C(=Cc2cc(c(c(c2)Br)OCc3ccccc3)CC=C)C(=O)N(C1=S)C,C59139902,P89722993
CN(C)C(=O)/C(=C\c1cc(c(c(c1)Br)OCc2ccc(cc2)Br)OC)/C#N,C59334315,P90194972
CN(C)C(=O)/C(=C\c1cc(c(c(c1)I)OCc2ccccc2F)OC)/C#N,C59334344,P90195032
CCN(CC)C(=O)c1ccc(cc1)S(=O)(=O)Oc2cccc(c2)I,C60066041,P91661618
COc1ccc(cc1)CC(=O)N2CC[C@H]3[C@@H](C2)CCCN3C(=O)Cc4ccc(cc4Cl)F,C14971675,P91668669
CCOC(=O)[C@@H]1CCCN(C1)S(=O)(=O)c2c(cc(cc2Br)F)Br,C62580927,P96005285
CCN(Cc1ccc(c(c1)Cl)Cl)C(=O)c2ccc(c(c2)S(=O)(=O)N(C)C)Br,C68737049,P105510820
CCCCN([C@H]1CCS(=O)(=O)C1)C(=O)COc2c(cccc2Br)Br,C72042666,P111822960
CC(C)(C)c1nc(cs1)CN2CCCN(CC2)C(=O)COc3ccc(cc3)Br,C72254870,P112279757
c1ccc(cc1)S(=O)(=O)C2CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc(cc4)F,C96373837,P152069782
c1cc(ccc1c2ccc(cc2)S(=O)(=O)N3CC(C3)S(=O)(=O)c4ccc(cc4)Cl)F,C96381164,P152081935
CC(C)N1C(=O)/C(=C/c2cc(c(c(c2)I)OC(C)C)OC)/SC1=O,C33294617,P152355373
c1ccc(cc1)S(=O)(=O)Oc2ccccc2/C=C/3\C(=O)N(C(=S)S3)c4ccc(cc4)F,C03003584,P152436624
c1ccc(cc1)/C=C\S(=O)(=O)N2CCN(CC2)C(=O)/C=C/c3cccc(c3)Br,C96596306,P152667167
Cc1ccc(cc1)/C=C/S(=O)(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccccc4F,C98298247,P156359694
c1ccc(cc1)n2c3c(c(=O)[nH]c2=O)C([NH+]=C(N3)c4cc[nH+]cc4)(C(F)(F)F)C(F)(F)F,C08672226,P13296415
CC1(Cc2c(c([nH+]c3c2c4c(s3)c(ncn4)NCCCC[NH3+])N5CCOCC5)CO1)C,C02407065,P13838253
CC[NH+]1CCN(CC1)c2[nH+]c3c(n2CCSc4ccc(cc4)C)c(=O)[nH]c(=O)n3C,C10248568,P15585618
c1ccc2c(c1)CCC[C@@H]2NC(=O)c3ccc([nH]c3=O)C[NH+]4CCC(CC4)[NH+]5CCC(CC5)O,C11911118,P17597911
Cc1[nH+]ccn1CCC(=O)N2CCC(CC2)c3c(cc4cc(c(cc4[nH+]3)OC)OC)N,C12087971,P17803941
c1cc(c(cc1F)Cl)C[NH+]2CCNC(=O)[C@@H]2CC(=O)N3CCN(CC3)c4cc[nH+]cc4,C12373036,P18178857
Cc1c(n2ccccc2[nH+]1)C(=O)C3=C(C(=O)N([C@H]3c4ccc[nH+]c4)Cc5ccco5)O,C07277652,P19676073
CCOC(=O)C1=C2/C(=C/c3cc[nH+]cc3)/C(=N)C(N2C(=O)[C@H](S1)c4cc[nH+]cc4)C#N,C13152994,P19704656
Cc1c(c([nH]c1C(=O)OC)C)/C(=C/2\[C@H](N(C(=O)C2=O)Cc3ccc[nH+]c3)c4cc[nH+]cc4)/O,C08818032,P19965356
CCn1c2c(=O)[nH]c(=O)n(c2[nH+]c1N3CC[NH+](CC3)Cc4cccc5c4cccc5)C,C04316395,P20222302
Cn1c2c(c(=O)[nH]c1=O)n(c([nH+]2)N3CC[NH+](CC3)Cc4ccccc4Cl)CC=C,C04316468,P20222398
c1cc(c[nH+]c1)CN2C[C@@H]3C[C@H]([NH+]4[C@@]3(C2=O)CCC4)c5ccc(cc5)N6CCNC6=O,C12307673,P20569923
CCN(CC)S(=O)(=O)c1ccc([nH+]c1)N2CCC(=CC2)c3c[nH]c4c3ccc[nH+]4,C12551442,P20763262
c1ccc(cc1)CN2C(=O)N(C(=O)C23CC[NH+](CC3)Cc4ccc(cc4)O)Cc5cccc[nH+]5,C14540481,P22237968
C[C@@]12CC[C@H]3[C@@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@@]5([C@]3(CC[C@@H](C5)O)/C=[NH+]/Cc6cc[nH+]cc6)O,C17112950,P25735551
Cc1ccc(o1)C[NH+]2CCNC(=O)[C@H]2CC(=O)N3CCN(CC3)c4ccc(c[nH+]4)Cl,C19229122,P28446172
c1ccc(cc1)n2cc(c(n2)c3ccncc3)[C@H]4[NH+]=C(Nc5n4c6cc7c(cc6[nH+]5)OCCCO7)N,C19354092,P28620278
CNc1c2c([nH+]c(n1)C3CC[NH+](CC3)C)CN(CC2)S(=O)(=O)c4ccc(cc4)OC,C19710677,P29241612
COc1ccccc1N2C(=O)C[C@H](C2=O)[NH+]3CCC(CC3)(C(=O)N)[NH+]4CCCCC4,C19809563,P29418797
c1cc[nH+]c(c1)N2CCN(CC2)[C@@H]3CC[NH+](C[C@H]3O)Cc4ccc(cc4)N5CCNC5=O,C20600755,P30730372
Cc1c(c(n([nH+]1)[C@@H]2CCS(=O)(=O)C2)C)C[NH+](C)CN3C(=O)C4(CCCCC4)NC3=O,C22096214,P32876644
c1ccc(cc1)/C=C/c2[nH]c(=S)n(n2)C[NH+]3CCN(CC3)C(=O)C[NH+]4CCOCC4,C14255399,P35742640
c1cc([nH+]cc1CNC(=O)NCc2ccc([nH+]c2)N3CCOCC3)N4CCOCC4,C25059803,P37066761
Cc1cccc2=[NH+][C@H](C(=c12)NC(=O)C[NH+]3CCN(CC3)C(=O)c4ccco4)C(=O)OC,C38688865,P58572882
C1CCC(CC1)N2CCc3c(c([nH+]c4c3[C@H]([NH+]=N4)N)NCCCN5CCOCC5)C2,C38752377,P58681426
c1ccc2=[NH+]C([NH+]=c2c1)/C=C/3\C(=O)N(C(=S)S3)NC(=O)c4cccc(c4)[N+](=O)[O-],C39156632,P59322309
C[C@@]12CCC[C@@]([C@@]1(C[C@H]3[C@@H](C2)OC(=O)[C@@H]3C[NH2+]CC[NH+]4CCOCC4)O)(C)OC,C43741172,P66114860
CSC1=[NH+]SC2=NC(=O)/C(=C\c3ccc(o3)c4cccc(c4)[N+](=O)[O-])/C(=[NH2+])N12,C32957617,P74159016
CCc1ccc(cc1)n2c(cc(c2C)/C=C\3/C(=[NH2+])N4C(=[NH+]SC4=NC3=O)S(=O)(=O)CC)C,C20206660,P74176037
CCS(=O)(=O)C1=[NH+]SC2=NC(=O)/C(=C\c3ccc(cc3)OC(=O)c4ccco4)/C(=[NH2+])N12,C15934961,P74176116
COc1ccc(cc1)[C@H]2c3c4ccccc4ccc3Oc5c2c([n+](cn5)CC[NH+]6CCOCC6)N,C49697814,P74245128
COc1ccc(cc1)n2cc[nH+]c2CN3C[C@@H]([C@H](C3)O)N4CCN(CC4)c5cccc[nH+]5,C20513428,P83388050
Cc1c(cnc(n1)N2CC[NH+](CC2)C)c3cc(=O)[nH]c(n3)NCC[NH+]4CCOCC4,C57531161,P86428931
Cc1ccc2c(c1)[C@@]3([C@H]4[C@@H]([C@H]([NH2+]3)CC5=c6ccccc6=[NH+]C5)C(=O)N(C4=O)CCCOC)C(=O)N2,C63376124,P97326877
COc1ccc2=[NH+]CC(=c2c1)CC[NH2+][C@H]3CC(=O)N(C3=O)c4ccc5c(c4)OCCO5,C63526539,P97552480
Cc1ccc(cc1)CN2[C@H]3[C@H]([NH+]=C2NCCC4=c5ccccc5=[NH+]C4)N(C(=O)N(C3=O)C)C,C63633101,P97710694
CN1[C@@H]2[C@H](C(=O)N(C1=O)C)N(/C(=[NH+]/CCC3=c4ccccc4=[NH+]C3)/N2)Cc5ccc(cc5)F,C63633126,P97710825
C[C@H]1C(=C(NN1[C@@H]2CCS(=O)(=O)C2)C)S(=O)(=O)NCC3[NH+]=c4ccccc4=[NH+]3,C63694415,P97798941
C[NH+]1CCN(CC1)CCNC(=O)CC2CCN(CC2)C(=O)[C@H]3C=c4cc(ccc4=[NH+]3)Cl,C63739423,P97867056
c1ccc(cc1)C[NH+]2CCN(CC2)C(=O)CN3C(=O)[C@H](NC3=O)CC4=c5ccccc5=[NH+]C4,C63879352,P98084099
Cc1ccc2=[NH+][C@@H](C=c2c1)C(=O)N3CC[C@@H]4NN[C@@H]([NH+]4CC3)CNC(=O)[C@@H]5CCOC5,C64053468,P98325509
c1cc2c(cc1C[NH+]3CCN(CC3)[C@@H]4CCC[NH+](C4)Cc5cc(=O)[nH]c(=O)[nH]5)OCO2,C72153797,P112037415
CC(C)[NH+]1CCN(CC1)S(=O)(=O)c2cncc(c2N3CC[NH2+]CC3)Br,C72210929,P112179756
Cn1c(cc(=O)c(c1CN2CC[NH+](CC2)[C@H]3CCS(=O)(=O)C3)O)C[NH+]4CCCCCC4,C79489681,P124194791
Cn1c(cc(=O)c(c1CN2CCN(CC2)c3cccc[nH+]3)O)C[NH+]4CCSCC4,C79494589,P124195712
c1cc(c(cc1/C(=[NH+]/CC[NH+]2CCOCC2)/O)S(=O)(=O)N3CCOCC3)Cl,C20511921,P128025212
Cc1c[nH]c([nH+]1)CN(C)C(=O)[C@@H]2CCC[NH+](C2)C3CCN(CC3)Cc4ccncc4,C82139190,P128221782
CC1(N/C(=[NH+]/[NH+]=C\2/NC(Cc3c2cc(c(c3)OC)OC)(C)C)/c4c(cc(c(c4)OC)OC)C1)C,C33154782,P149729622
c1ccc(cc1)/C=C\c2[nH]c(=S)n(n2)C[NH+]3CCN(CC3)Cc4cc(=O)n5ccsc5[nH+]4,C96973170,P153481450
C[NH+]1CCC(CC1)NC(=O)[C@@H]2CCc3c(sc([nH+]3)N4CCN(CC4)C(=O)C5CCC5)C2,C65273736,P153671812
Cc1ccccc1N2C(=O)C[C@@H](C3=C2CC(CC3=O)(C)C)c4ccc(c(c4)OC)OC,C04944848,P07217021
CN(Cc1ccccc1)C(=O)Cn2cnc3c(c2=O)c(cs3)c4ccc(cc4)Cl,C08847129,P13584243
c1ccc(cc1)n2c3c(cn2)c(ncn3)SCC(=O)c4ccc(cc4)Br,C02448330,P14150823
CC(C)(C(=O)N(c1ccc(cc1)F)[C@H]2CS(=O)(=O)C=C2)Oc3ccc(cc3)Cl,C09415940,P14429270
Cc1ccc(c(c1)S(=O)(=O)CCn2cnc3c(c2=O)c(cs3)c4ccccc4)C,C09639462,P14770474
c1ccc(c(c1)[C@@]2(CC(=O)N(C2=O)C3CCCC3)CC(=O)N4CCCCCC4)Cl,C11880830,P17563904
COc1ccc(c(c1)OC)[C@@H]2CCCN2S(=O)(=O)c3ccccc3Br,C12758720,P18754781
Cc1ccc(c(c1)C)CN(C)C(=O)CCn2cnc3ccc(cc3c2=O)Br,C12810363,P18817089
COc1ccc(c(c1)[C@@H]2CCCN2S(=O)(=O)c3cccc(c3)Br)OC,C12917456,P18972742
COc1ccc(c(c1)OC)[C@H]2CC(=O)N(C3=C2C(=O)CCC3)c4ccc(c(c4)Cl)F,C13567956,P20895635
C[C@@H]1CSC(=N1)N(c2ccc(cc2)Cl)C(=O)c3ccc(cc3)CS(=O)(=O)C,C14381348,P22023488
c1cc(c(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)CCc3ccc(cc3)Cl)F,C14702045,P22431905
Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)/C=C/c3ccccc3Br,C15925158,P24053113
Cc1ccc(cc1)C(=O)[C@@]2([C@@H]3[C@]2(C(=O)Oc4c3cc(cc4)Br)C(=O)OC)C,C01120898,P24640708
c1cc(ccc1S(=O)(=O)N2CCN(CC2)c3ccc(cn3)C(F)(F)F)Br,C20405024,P30405768
c1cc(ccc1c2coc3cc(ccc3c2=O)OCCN4CCOCC4)Br,C13608717,P30715781
c1ccc(c(c1)CN2CCc3c(cnc(n3)N4CCN(CC4)c5ccccc5F)C2)F,C15779691,P31736479
Cc1ccc(cc1)CN2CC(=O)N(c3ccccc3S2(=O)=O)Cc4ccc(cc4)F,C21662937,P32274558
Cc1c(sc2c1c(=O)n(cn2)Cc3csc(n3)COc4ccc(cc4)Cl)C,C24825676,P36744072
CC[C@H]1c2ccsc2CCN1C(=O)[C@@H]3CCCN(C3)S(=O)(=O)c4ccc(s4)C,C25387474,P37521649
c1ccc(cc1)c2nc(cs2)CN3CCN(CC3)C(=O)c4ccc(o4)Br,C26148983,P38567862
C1CC[C@@H](C(=O)CC1)Sc2nc3c(c4c(s3)CCCC4)c(=O)n2C[C@@H]5CCCO5,C29389246,P43146733
c1ccc(cc1)CCN\2[C@H]3CS(=O)(=O)C[C@@H]3S/C2=N\C(=O)CC4CCCCC4,C06658955,P44211727
c1ccc(cc1)CCN\2[C@@H]3CS(=O)(=O)C[C@H]3S/C2=N\C(=O)CC4CCCCC4,C06658956,P44211729
CCOc1cc(cc(c1OS(=O)(=O)c2ccc(cc2)Cl)Br)C#N,C36832568,P54739469
C[C@@H]1C(=O)N(c2ccccc2N1C(=O)c3c(cccc3F)F)Cc4ccc(cc4)OC,C01385999,P56420929
C[C@@]1\2CC[C@@](C1(C)C)(C/C2=N\OC(=O)c3ccccc3Br)C(=O)N(C)C,C35533123,P57864507
COc1ccc(cc1)N2CCN(CC2)C(=O)Cc3coc4c3cc(cc4)Br,C39882607,P60506946
CN1[C@H](c2c(=O)c3cc(ccc3oc2C1=O)Br)c4cccc(c4)OCC=C,C39908948,P60548180
CCOc1cc(cc(c1OCC(=O)N2CCC[C@H]3[C@H]2CCCC3)Br)C#N,C40090219,P60846195
CCOc1ccc(cc1)[C@@H]2c3cccn3CCN2S(=O)(=O)c4cc(ccc4F)F,C36701779,P66843529
c1cc(ccc1c2nc(on2)[C@H]3CCC(=O)N3Cc4cc(cc(c4)F)F)Br,C44433388,P67069990
c1cc(cc(c1)Br)c2nc(on2)[C@H]3CCC(=O)N3Cc4cc(ccc4F)F,C44434248,P67070887
CCc1ccc(s1)S(=O)(=O)N2CCC(CC2)Oc3nc4ccc(cc4s3)F,C49444405,P73826768
Cc1c(c(n(n1)c2ccccc2)C)N3CCN(CC3)C(=O)/C=C/c4ccccc4Cl,C56935605,P85489575
CCOc1ccc2c(c1)-c3c(ssc3=S)C(N2C(=O)CN4CCN(CC4)C)(C)C,C58823789,P89039423
c1cc(ccc1CCN2Cc3c(ccc4c3O/C(=C\c5ccncc5)/C4=O)OC2)Cl,C41658748,P96721983
Cc1ccc(cc1)C2=C3C(=NC(=NC3=O)CSCc4ccc5c(c4)OCO5)SC2,C39936302,P97042629
c1cc(ccc1c2nnc(o2)CSc3ccc4c(c3)OCCCO4)Br,C10603344,P106952157
c1ccc(c(c1)c2ccc(s2)/C=C/C(=O)N3CCN(CC3)[C@H]4CCS(=O)(=O)C4)Cl,C71845594,P111442246
c1ccc(cc1)CN2[C@H]3CO[C@H](O[C@H]3[C@H]4[C@@H]2CO[C@H](O4)c5ccccc5)c6ccccc6,C77272725,P120552460
CCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)N2CCCc3c2c(ccc3Cl)F,C78721449,P122846167
c1ccc2c(c1)cc(c(=O)o2)C(=O)N(Cc3ccc(cc3)Br)c4ccccn4,C00973306,P133583241
CC1(Cc2c(c(nc(c2C#N)SC)N3CCN(CC3)CCc4ccccc4)CO1)C,C95477498,P149984134
c1ccc(cc1)n2cc3c(c2C(=O)N4CCN(CC4)C(=O)CC5CCCCC5)CCC3,C96128957,P151422642
c1ccc(cc1)c2cccc(c2)S(=O)(=O)N3CC[C@H](C3)S(=O)(=O)c4ccccc4,C96369144,P152060325
COc1cc(c(cc1OC)Br)/C=C/2\C(=O)OC(=N2)c3ccccc3Cl,C00678790,P152585136
Cc1ccc(cc1)c2csc(n2)/C=C\c3c(nn(c3Cl)[C@H]4CCS(=O)(=O)C4)C,C33530711,P152981823
c1ccc(cc1)CCCC(=O)/N=C\2/N([C@H]3CS(=O)(=O)C[C@H]3S2)c4ccc(cc4)F,C11907170,P155973801
C#CCn\1c2ccccc2s/c1=N\C(=O)CSCC(=O)N3CCc4c3cccc4,C09394999,P156286520
CCOCCOC(=O)C1=C(N=C2CC(CC(=O)C2[C@@H]1c3cc(c(c(c3)Br)O)OCC)(C)C)C,C04067349,P05087182
CCOCCOC(=O)C1[C@@H](C2=C(CC(CC2=O)(C)C)N=C1C)c3cc(c(c(c3)Br)O)OCC,C04067350,P05381290
Cc1cc(ccc1NC(=O)[C@@H]2c3cc(c(cc3C(=O)N([C@@H]2c4ccccc4F)C)OC)OC)Br,C04798852,P06929885
CCN(CC)S(=O)(=O)c1ccc(cc1)NS(=O)(=O)c2cc(ccc2Br)Br,C03285266,P09590536
CCOC(=O)c1c(c(sc1NC(=O)CSc2nc3c(c(c(s3)C)C)c(=O)n2c4ccccc4)C)C,C03267669,P09691709
[H]/N=C\1/[C@@H](C2=CC[C@H](C[C@H]2[C@@H](C1(C#N)C#N)c3cc(c(cc3Br)OCC#N)OCC)C(C)(C)C)C#N,C05920862,P12798022
[H]/N=C\1/C(=C/c2ccc(c(c2)OCC)OCc3ccccc3)/C(=O)N=C4N1N=C(S4)c5ccccc5Cl,C08493498,P12968320
Cc1ccc(cc1)S(=O)(=O)NCCc2nnc3n2nc(cc3)SCc4ccc(cc4)Br,C09116725,P13982819
Cc1ccccc1C[C@@H]2C(=O)N(/C(=C(/C#N)\C(=O)NCCc3ccc(c(c3)OC)OC)/S2)c4ccccc4,C09428227,P14446742
CCSCCOC(=O)C1=C(N=C2CC(CC(=O)C2[C@H]1c3cc(c(c(c3)Br)O)OC)(C)C)C,C09434791,P14456768
c1ccc(cc1)c2nc(cs2)CC(=O)N(Cc3ccc(cc3)OCc4ccccn4)[C@H]5CCCCNC5=O,C11912338,P17699406
CCOC(=O)c1c2c(sc1NC(=O)[C@H]3CCCN(C3)S(=O)(=O)c4ccc(cc4)Cl)C[C@H](CC2)C,C14016582,P21557353
Cc1ccc(cc1)[C@H]2C(=C(C(=O)N2Cc3nc(cs3)c4ccccc4)O)C(=O)c5ccc(cc5)OCC=C,C16741960,P25259082
COc1ccc(c(c1)OC)[C@@H]2C(=C(C(=O)N2CCc3ccccc3)O)C(=O)c4ccc(cc4)Br,C17823592,P26684995
CC1=C([C@H](C2=C(N1)C[C@H](CC2=O)c3ccc(c(c3)OC)OC)c4cccc5c4cccc5)C(=O)OCCOC,C19904762,P29606902
Cc1cccc2c1[nH]c(=O)c(c2)[C@H](c3nnnn3C(C)(C)C)N(Cc4ccccc4)Cc5ccc(cc5)Cl,C19973083,P29713596
COc1ccc(cc1OC)CC(=O)N/N=C\2/c3cc(ccc3N(C2=O)CCc4ccccc4)Br,C01755160,P29801041
c1cc(ccc1[C@H]2C(=C(C(=O)N2CCC[NH+]3CCOCC3)[O-])C(=O)c4ccc(cc4)Cl)Br,C20057927,P29840373
Cc1cccc2c1[nH]c(=O)c(c2)[C@@H](c3nnnn3C(C)(C)C)N(Cc4ccccc4)Cc5ccccc5Cl,C20082860,P29880991
CC1=C([C@@H](C2=C(N1)C[C@@H](CC2=O)c3cccs3)c4ccc(c(c4OC)OC)OC)C(=O)OC5CCCC5,C01102595,P29989027
c1cc(sc1S(=O)(=O)NCC2CCC(CC2)C(=O)N3CCN(CC3)C4CCCCC4)Br,C20154325,P30007286
CC1=C([C@@H](C2=C(N1)C[C@@H](CC2=O)c3ccco3)c4coc5ccc(cc5c4=O)Cl)C(=O)OC6CCCC6,C20322605,P30270269
CC(C)COc1ccc(cc1)[C@H]2CC3=C([C@H](CC(=O)N3)c4cc(c(cc4OC)Br)OC)C(=O)C2,C20886129,P31178171
COc1ccc(cc1)NC(=O)C[C@@H]2C(=O)N=C(S2)N3[C@H](CC(=N3)c4ccc(cc4)Cl)c5ccccc5,C20903950,P31214432
c1ccc2c(c1)CCCN2S(=O)(=O)c3ccc(cc3)NC(=O)[C@H]4CC(=O)N(C4)CCc5ccc(cc5)F,C21353498,P31885263
c1ccc(cc1)CN2CCN(CC2)C(=O)CSC3=C([C@@H](C4=C(N3)CCCC4=O)c5ccc(cc5)F)C#N,C21554556,P32135100
c1cc(ccc1SCc2nc(c3c4c(sc3n2)CCCC4)NCCN5CCOCC5)Br,C25461629,P37626615
c1ccc(cc1)COc2ccc(cc2)[C@@H]3C(=C(C(=O)N3Cc4ccncc4)O)C(=O)c5cc6ccccc6o5,C33382740,P49434486
c1ccc(cc1)n2cc(c(n2)c3ccc(cc3)OCc4ccccc4F)/C=C(/C#N)\C(=O)NC[C@@H]5CCCO5,C34806121,P51652301
CC(=O)Oc1ccc(cc1OC)[C@@H]2[C@H]3CC=C[C@@H]3c4cc(ccc4N2)S(=O)(=O)N5CCc6c5cccc6,C36557248,P54335304
Cc1ccc(o1)CN([C@H](c2ccc(cc2)OC)C(=O)NC(C)(C)C)C(=O)Cc3ccc(cc3)Br,C36595230,P54391458
CN(C)c1ccc(cc1)[C@H](CNS(=O)(=O)Cc2ccccc2Cl)N3CCN(CC3)c4ccc(cc4)F,C38666224,P58536108
Cc1ccc2c(c1)cc(c(n2)c3cccs3)CN(CCCN4CCCC4=O)C(=O)[C@@H]5C=C(C(=C)NC5=O)C,C39479025,P59839871
c1ccc(cc1)C2=c3cc(ccc3=[NH+]C(=O)[C@@H]2C4=NN([C@H](C4)c5ccccc5F)C(=O)CCC(=O)[O-])Cl,C39707653,P60195727
CCCn1c(c(c(c(c1=O)C#N)C)/C=C/2\C(=O)N(C(=S)S2)C[C@H]3CCCO3)NCc4ccc(cc4)F,C39851700,P60471420
CCOC(=O)CN1C(=O)[C@H]2[C@H]3C[C@@H]([C@@H]2C1=O)[C@@H]4[C@@H]3[C@@H](c5c([nH]c(=O)s5)S4)c6ccc(cc6)C(C)(C)C,C39884016,P60509046
COc1ccc(cc1)[C@H]2C=C(NN2CN3c4ccc(cc4C(=O)C3=O)Br)c5ccc(cc5)OC,C01833653,P80013435
CCc1ccc(cc1)n2c3c(c(=O)n(c(n3)SCC(=O)Nc4nccs4)c5ccc(cc5)C)sc2=S,C03034717,P80097238
Cc1cc(c(c2c1C(=O)/C(=C/c3cccc(c3)Cl)/O2)C[NH+]4CCN(CC4)Cc5ccc6c(c5)OCO6)[O-],C41584998,P96678635
CC(C)Oc1ccc(cc1OC)[C@@H]2CN3C(=O)CN(C(=O)[C@@]3(c4c2c5ccccc5[nH]4)C)CCc6ccccc6,C70692000,P109060187
