sdf_file_ix,COMPOUND_NAMES,Reference,IC50_range_nM,smiles
589,Example 220 (Stereo) (Page No: 454),WO2019148005,<100,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)C(N1CC[C@@H](C1)O)=O)=O
590,Example 475 (S) (Page No: 623),WO2019148005,<100,CC(C)(Cc1nncn1C)c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)C(N1CC[C@@H](C1)O)=O)=O
591,Example 229 (Stereo) (Page No: 460),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@](C)(C1)N)=O)=O
592,Example 230 (Stereo) (Page No: 460),WO2019148005,3001-10000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@](C)(C1)N)=O)=O
593,Example 250 (Stereo) (Page No: 467),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)NC)=O)=O
594,Example 249 (Stereo) (Page No: 467),WO2019148005,1001-3000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)NC)=O)=O
595,Example 242 (R) (Page No: 464),WO2019148005,3001-10000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CCNCC1)=O)=O
596,Example 236 (Stereo) (Page No: 462),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)C#N)=O)=O
597,Example 238 (Stereo) (Page No: 463),WO2019148005,1001-3000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)C#N)=O)=O
598,Example 225 (R) (Page No: 458),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC(C1)S(C)(=O)=O)=O)=O
599,Example 208 (cis) (Page No: 446),WO2019148005,301-1000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)N[C@@H]1CC[C@@H](C1)O)=O
600,Example 204 (Stereo) (Page No: 444),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)N[C@@H]1CC[C@@H](C1)O)=O
601,Example 248 (Stereo) (Page No: 466),WO2019148005,3001-10000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N[C@H]1CCNC1)=O)=O
602,Example 247 (Stereo) (Page No: 466),WO2019148005,3001-10000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N[C@H]1CCNC1)=O)=O
603,Example 244 (R) (Page No: 465),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(NCCNC)=O)=O
604,Example 226 (R) (Page No: 459),WO2019148005,3001-10000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(NCC(C)(C)O)=O)=O
605,Example 228 (R) (Page No: 459),WO2019148005,3001-10000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(NC1CCOC1)=O)=O
606,Example 254 (Stereo) (Page No: 470),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccc1F)C(N1CC[C@@H](C1)O)=O)=O
607,Example 233 (R) (Page No: 461),WO2019148005,3001-10000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CCC2(C1)COC2)=O)=O
608,Example 237 (R) (Page No: 462),WO2019148005,3001-10000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CCC2(CCO2)C1)=O)=O
609,"Compound 38 (Page No: 57, Table No: 1)",WO 2021/021761 A1,>5000,Cc1cccc(NC(c2cccc(c2)C2(Cc3nncn3C)COC2)=O)n1
610,"Compound 37 (Page No: 57, Table No: 1)",WO 2021/021761 A1,>5000,Cn1cnnc1CC1(COC1)c1cccc(c1)C(Nc1cccc(C2CC2)n1)=O
611,Example 498 (Stereo) (Page No: 644),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1cc(CN2C[C@H]3C[C@H]3C2)cc(C2CC2)n1)=O
612,Example 499 (Stereo) (Page No: 645),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1cc(CN2C[C@@H]3[C@H](C2)C3(F)F)cc(C2CC2)n1)=O
613,Example 234 (Stereo) (Page No: 461),WO2019148005,1001-3000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1C[C@H]2C([C@H]2C1)O)=O)=O
614,Example 497 (+/-) (Page No: 643),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1cc(CN2CCC3CC23)cc(C2CC2)n1)=O
615,Example 212 (R) (Page No: 449),WO2019148005,301-1000,Cc1ccc(C(Nc2cccc(c2)[C@H](C)Cc2nc[nH]n2)=O)nc1C1CC1
616,Example 469 (R) (Page No: 614),WO2019148005,101-300,CCOc1cc(cc(NC(c2cc(C)nc(C3CC3)n2)=O)n1)[C@](C)(C(c1nncn1C)(F)F)F
617,Example 512 (Stereo) (Page No: 652),WO2019148005,<100,C[C@@](c1cccc(c1)NC(c1cc(CN2CC[C@@H](C2)F)nc(C2CC2)n1)=O)(C(c1nncn1C)(F)F)F
618,Example 348 (Page No: 537),WO2019148005,<100,CN1CCN(CC1)c1cc(C(Nc2cccc(c2)C2(Cc3nncn3C)COC2)=O)nc(C2CC2)n1
619,Example 610 (Page No: 721),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1cc(nc(C2CC2)n1)N1CC(C1)C(F)F)=O
620,Example 572 (+/-) (Page No: 698),WO2019148005,<100,CN1CC2CC(C1)N2c1cc(C(Nc2cccc(c2)C2(Cc3nncn3C)COC2)=O)nc(C2CC2)n1
621,Example 573 (+/-) (Page No: 699),WO2019148005,<100,CN1CC2CCC(C1)N2c1cc(C(Nc2cccc(c2)C2(Cc3nncn3C)COC2)=O)nc(C2CC2)n1
622,Example 522 (Page No: 662),WO2019148005,101-300,Cc1cc(C(Nc2cccc(c2)c2c(cnn2C)c2nncn2C)=O)nc(C2CC2)n1
623,Example 334 (R) (Page No: 528),WO2019148005,101-300,Cc1cc(C(Nc2cccc(c2)[C@H](C)Cc2nncs2)=O)nc(C2CC2)n1
624,Example 510 (Page No: 652),WO2019148005,<100,Cc1c[nH]nc1CC1(COC1)c1cccc(c1)NC(c1cc(C)nc(C2CC2)n1)=O
625,Example 331a (R) (Page No: 526),WO2019148005,301-1000,Cc1ccc(C(Nc2cccc(c2)[C@H](C)Cc2nccn2C)=O)nc1C1CC1
626,Example 331b (S) (Page No: 526),WO2019148005,301-1000,Cc1ccc(C(Nc2cccc(c2)[C@@H](C)Cc2nccn2C)=O)nc1C1CC1
627,Example 214 (+/-) (Page No: 450),WO2019148005,1001-3000,CC(Cc1nccn1C)c1cccc(c1)NC(c1ccc(C)c(C2CC2)n1)=O
628,Example 252a (Stereo) (Page No: 469),WO2019148005,1001-3000,C[C@H](Cc1nccn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)O)=O)=O
629,Example 252 (S) (Page No: 469),WO2019148005,3001-10000,CC(Cc1nccn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)O)=O)=O
630,Example 253 (Stereo) (Page No: 469),WO2019148005,3001-10000,C[C@H](Cc1nccn1C)c1cccc(c1)NC(c1cc(ccn1)C(N1C[C@H](C[C@H]1C)O)=O)=O
631,Example 472 (R) (Page No: 620),WO2019148005,<100,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc2cc(ccc2cn1)N1CCNCC1)=O
632,Example 209 (R) (Page No: 447),WO2019148005,<100,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc2cc(ccc2cn1)N1CCN(C)C(C1)=O)=O
633,Example 210 (S) (Page No: 448),WO2019148005,3001-10000,C[C@@H](Cc1nncn1C)c1cccc(c1)NC(c1cc2cc(ccc2cn1)N1CCN(C)C(C1)=O)=O
634,Example 211 (R) (Page No: 448),WO2019148005,<100,CC(N1CCN(CC1)c1ccc2cnc(cc2c1)C(Nc1cccc(c1)[C@H](C)Cc1nncn1C)=O)=O
635,Example 182 (R) (Page No: 432),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc2ccccc2cn1)=O
636,Example 314 (R) (Page No: 518),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc(C(F)(F)F)n[nH]1)=O
637,Example 197 (R) (Page No: 439),WO2019148005,1001-3000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1ccn(C)n1)=O
638,Example 494 (Page No: 641),WO2019148005,101-300,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1csc(C2CC2)n1)=O
639,Example 492 (Page No: 640),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1csc(C(F)(F)F)n1)=O
640,Example 493 (Page No: 641),WO2019148005,301-1000,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1nc(cs1)C1CC1)=O
641,Example 495 (Page No: 641),WO2019148005,301-1000,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1nc(cs1)C(F)(F)F)=O
642,Example 315 (R) (Page No: 518),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1coc(C(F)(F)F)n1)=O
643,Example 317 (R) (Page No: 519),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cc2cccn2cn1)=O
644,Example 328 (R) (Page No: 525),WO2019148005,<100,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1ccnc2ccnn12)=O
645,Example 329 (R) (Page No: 526),WO2019148005,101-300,Cc1cc(C(Nc2cccc(c2)[C@H](C)Cc2nncn2C)=O)nc2ccnn12
646,Example 316 (R) (Page No: 518),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1ccn2c(ccn2)n1)=O
647,Example 605 (Page No: 718),WO2019148005,101-300,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1ccnc2ccnn12)=O
648,Example 596 (Page No: 715),WO2019148005,101-300,Cc1cc(C(Nc2cccc(c2)C2(Cc3nncn3C)COC2)=O)n2c(ccn2)n1
649,Example 597 (Page No: 715),WO2019148005,101-300,Cc1cc(C(Nc2cccc(c2)C2(Cc3nncn3C)COC2)=O)n2c(cc(C)n2)n1
650,Example 606 (Page No: 719),WO2019148005,<100,Cc1cnn2c(cc(C)nc12)C(Nc1cccc(c1)C1(Cc2nncn2C)COC1)=O
651,Example 604 (Page No: 718),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1cc(C2CC2)nc2ccnn12)=O
652,Example 598 (Page No: 715),WO2019148005,101-300,Cc1cc(C(Nc2cccc(c2)C2(Cc3nncn3C)COC2)=O)n2c(cc(C(F)(F)F)n2)n1
653,Example 599 (Page No: 716),WO2019148005,301-1000,Cc1cnn2c(cc(C(F)(F)F)nc12)C(Nc1cccc(c1)C1(Cc2nncn2C)COC1)=O
654,Example 324 (R) (Page No: 524),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cnn2cccnc12)=O
655,Example 318 (R) (Page No: 519),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1cn2ccnc2cn1)=O
656,Example 326 (R) (Page No: 524),WO2019148005,101-300,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1ncc(C(F)(F)F)[nH]1)=O
657,Example 319 (R) (Page No: 519),WO2019148005,101-300,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1nc2cccc(C3CC3)c2[nH]1)=O
658,Example 196 (R) (Page No: 439),WO2019148005,<100,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1nc2cccc(c2[nH]1)C(F)(F)F)=O
659,Example 332 (Stereo) (Page No: 527),WO2019148005,101-300,Cn1cnnc1[C@@H]1C[C@@H]1c1cccc(c1)NC(c1nc2cccc(c2[nH]1)C(F)(F)F)=O
660,Example 335 (Page No: 528),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1nc2cccc(c2[nH]1)C(F)(F)F)=O
661,Example 345 (R) (Page No: 534),WO2019148005,101-300,C[C@@](c1cccc(c1)NC(c1nc2cccc(c2[nH]1)C(F)(F)F)=O)(C(c1nncn1C)(F)F)F
662,Example 213a (R) (Page No: 449),WO2019148005,101-300,Cc1conc1C[C@@H](C)c1cccc(c1)NC(c1ccnc(C(F)(F)F)n1)=O
663,Example 213b (S) (Page No: 449),WO2019148005,3001-10000,Cc1conc1C[C@H](C)c1cccc(c1)NC(c1ccnc(C(F)(F)F)n1)=O
664,Example 330 (R) (Page No: 526),WO2019148005,<100,Cc1conc1C[C@@H](C)c1cccc(c1)NC(c1cc(C)nc(C2CC2)n1)=O
665,Example 509 (Page No: 651),WO2019148005,<100,Cc1conc1CC1(COC1)c1cccc(c1)NC(c1cc(C)nc(C2CC2)n1)=O
666,Example 507 (S) (Page No: 650),WO2019148005,<100,Cc1conc1CC1(COC1)c1cccc(c1)NC(c1cc(CN2CC[C@@H](C2)O)nc(C2CC2)n1)=O
667,Example 500 (Page No: 645),WO2019148005,<100,Cc1conc1CC1(COC1)c1cccc(c1)NC(c1cc(CN2CCC3(CC3)C2)cc(C2CC2)n1)=O
668,Example 508 (Page No: 651),WO2019148005,<100,Cc1conc1CC1(COC1)c1cccc(c1)NC(c1cc(CN2CCC3(CC3)C2)nc(C2CC2)n1)=O
669,"Compound 20 (R) (Page No: 56, Table No: 1)",WO 2021/021761 A1,101-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(N1CCC(C1)(C(NC)=O)C(F)(F)F)=O
670,"Compound 12 (R) (Page No: 56, Table No: 1)",WO 2021/021761 A1,>5000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(N1CCC(C)(C1)C(NC)=O)=O
671,"Compound 15 (R) (Page No: 56, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(N1CCC(C1)(C(O)=O)C(F)(F)F)=O
672,"Compound 11 (R) (Page No: 56, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(N1CCC(C1)(C(=O)OC)C(F)(F)F)=O
673,"Compound 17 (Stereo) (Page No: 56, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(N1C[C@H](C)[C@H](C1)CO)=O
674,"Compound 32 (Page No: 57, Table No: 1)",WO 2021/021761 A1,1001-5000,Cn1cnnc1CC1(COC1)c1cccc(c1)N1CC2C(CCN2C1=O)C(F)(F)F
675,Example 313 (R) (Page No: 517),WO2019148005,101-300,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1c2CCCc2[nH]n1)=O
676,Example 323 (R) (Page No: 523),WO2019148005,101-300,CC1CCc2c1n[nH]c2C(Nc1cccc(c1)[C@H](C)Cc1nncn1C)=O
677,Example 327 (R) (Page No: 525),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1cccc(c1)NC(c1c2CCCCc2n[nH]1)=O
678,Example 343 (Page No: 533),WO2019148005,<100,Cn1cnnc1CC1(COC1)c1cccc(c1)NC(c1c2c(CCCO2)n[nH]1)=O
679,Example 312a (S) (Page No: 516),WO2019148005,101-300,Cc1cnnn1C[C@@H](C)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
680,Example 218 (+/-) (Page No: 453),WO2019148005,301-1000,CC(Cn1c(C)cnn1)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
681,Example 312b (R) (Page No: 516),WO2019148005,1001-3000,Cc1cnnn1C[C@H](C)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
682,Example 215 (+/-) (Page No: 450),WO2019148005,301-1000,CC(Cn1c(C)ccn1)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
683,Example 216 (+/-) (Page No: 450),WO2019148005,3001-10000,CC(Cn1ccc(C)n1)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
684,Example 217 (+/-) (Page No: 451),WO2019148005,>10000,CC(Cn1c(C)nnn1)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
685,Example 219 (+/-) (Page No: 454),WO2019148005,3001-10000,CC(CN1C(N=CN1)=O)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
686,"Compound 45 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,101-1000,C[C@@H](c1cccc(c1)NC(N1Cc2cccc(c2C1)O)=O)Sc1nncn1C
687,"Compound 145 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1Cc2c(C1)nccn2)=O)Sc1nncn1C
688,"Compound 46 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@@H](c1cccc(c1)NC(N1Cc2cnn(C)c2C1)=O)Sc1nncn1C
689,"Compound 125 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCc2c(C1)con2)=O)Sc1nncn1C
690,"Compound 44 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCn2c(C1)ccn2)=O)Sc1nncn1C
691,"Compound 39 (S) (Page No: 57, Table No: 1)",WO 2021/021761 A1,1001-5000,Cc1cc(NC(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)nnc1
692,"Compound 129 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(NC1CCCN(C1)c1cccnn1)=O)Sc1nncn1C
693,"Compound 152 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,CCn1cc(CN(C)C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)cn1
694,"Compound 53 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC(c2cnn(C)c2)C(C)(C)C1)=O)Sc1nncn1C
695,"Compound 40 (S) (Page No: 57, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@@H](c1cccc(c1)NC(N1CC2CCCC2C1)=O)Sc1nncn1C
696,"Compound 133 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC2(CCC2O)C1)=O)Sc1nncn1C
697,"Compound 138 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC2(CCCO2)C1)=O)Sc1nncn1C
698,"Compound 48 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCOC2(CC2)C1)=O)Sc1nncn1C
699,"Compound 43 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCOC2(CCC2)C1)=O)Sc1nncn1C
700,"Compound 50 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@@H](c1cccc(c1)NC(N1CCC(C1)(C(NC)=O)C(F)(F)F)=O)Sc1nncn1C
701,"Compound 153 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC(C1)C(N1CCC(C1)O)=O)=O)Sc1nncn1C
702,"Compound 140 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC(C1)C(N1CCC(CC1)O)=O)=O)Sc1nncn1C
703,"Compound 151 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCCC1)=O)Sc1nncn1C
704,"Compound 41 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,CC1CCN(C1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
705,"Compound 124 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCCCC1)=O)Sc1nncn1C
706,"Compound 49 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N(C)C1CCC1)=O)Sc1nncn1C
707,"Compound 54 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,CC1CN(CC1CO)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
708,"Compound 47 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC(C1)C(F)F)=O)Sc1nncn1C
709,"Compound 142 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC1c1ccccc1)=O)Sc1nncn1C
710,"Compound 127 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC(C1)c1ccccc1)=O)Sc1nncn1C
711,"Compound 132 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC(C)(C1)F)=O)Sc1nncn1C
712,"Compound 155 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCN(C)CC1)=O)Sc1nncn1C
713,"Compound 162 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,CC(N1CCN(CC1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)=O
714,"Compound 123 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,CC1CN(CC(N1C)=O)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
715,"Compound 156 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCN(C2CC2)C(C1)=O)=O)Sc1nncn1C
716,"Compound 143 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,CC(CO)N(C)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
717,"Compound 128 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCOCC1)=O)Sc1nncn1C
718,"Compound 42 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,CC1CN(CC(C)O1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
719,"Compound 51 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,CC(C)C1CN(CCO1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
720,"Compound 146 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCOCC1CO)=O)Sc1nncn1C
721,"Compound 131 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCOC(CC(F)(F)F)C1)=O)Sc1nncn1C
722,"Compound 136 (Stereo) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@H](c1cccc(c1)NC(N1CCO[C@@H](C1)[C@@H]1CCCO1)=O)Sc1nncn1C
723,"Compound 135 (Stereo) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCO[C@@H](C1)[C@H]1CCCO1)=O)Sc1nncn1C
724,"Compound 52 (S) (Page No: 52, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC(C1)OC(F)(F)F)=O)Sc1nncn1C
725,"Compound 165 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCS(CC1)(=O)=O)=O)Sc1nncn1C
726,"Compound 134 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC(C1)S(C)(=O)=O)=O)Sc1nncn1C
727,"Compound 157 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC(C1)c1ccccn1)=O)Sc1nncn1C
728,"Compound 149 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCN(CC1)c1cccnc1)=O)Sc1nncn1C
729,"Compound 6 (S) (Page No: 56, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1ccccc1)=O)Sc1nncn1C
730,"Compound 150 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1ccc(CC(N(C)C)=O)cc1)=O)Sc1nncn1C
731,"Compound 161 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(NC1CCCCC1)=O)Sc1nncn1C
732,"Compound 159 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(NC1CCCN(C)C1)=O)Sc1nncn1C
733,"Compound 139 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC2(CC(NC2)=O)C1)=O)Sc1nncn1C
734,"Compound 160 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,CC(N1CCC2(CCN(CC2)C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)C1)=O
735,"Compound 126 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC12CCN(C)CC2)=O)Sc1nncn1C
736,"Compound 147 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1ccc(cc1)N1CCOCC1=O)=O)Sc1nncn1C
737,"Compound 148 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1ccc(cc1OC)N1CCOCC1)=O)Sc1nncn1C
738,"Compound 130 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCC12CCOC2)=O)Sc1nncn1C
739,"Compound 141 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CC2(CCOC(N2)=O)C1)=O)Sc1nncn1C
740,"Compound 163 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1ccc(cc1)S(NC)(=O)=O)=O)Sc1nncn1C
741,"Compound 158 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1ccc(cc1)S(N(C)C)(=O)=O)=O)Sc1nncn1C
742,"Compound 144 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,Cc1ccc(cc1S(NC)(=O)=O)NC(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
743,"Compound 154 (S) (Page No: 60, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCOC(C1)c1ncon1)=O)Sc1nncn1C
744,"Compound 7 (S) (Page No: 56, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCc2ccccc12)=O)Sc1nncn1C
