ligand,code1,code2
[H]/N=c/1\c(c(nc2n1cccc2)NC[C@H]3CCCO3)C#N,C98064829,P155825598
C[C@H]1C(=NN(C1=O)c2ccc(cc2)S(=O)(=O)C)N,C33506172,P156233658
Cc1[nH]c2c(n1)CC[C@H](C2)C(=O)Nc3cnn(c3)C,C98341291,P156417576
CCC(C)(C)[C@@H]1CCc2c(sc(c2C(=O)N)NC(=O)/C=C/C(=O)[O-])C1,C02092958,P06467831
CC(C)(CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)N)CC(=O)[O-],C00423041,P09979175
Cc1c(c([nH]n1)O)[C@@H](c2cccc(c2)Br)c3c(n[nH]c3[O-])C,C04598715,P29956055
COC(=O)c1cc(ccc1[O-])C(=O)CSc2[nH]c(=O)cc(n2)N,C13382190,P49473739
[H]/N=C(\N)/SCc1nc(c2c(c(sc2n1)C(=O)OCC)C)[O-],C05929579,P52681341
CCOC(=O)[C@@H]1[C@@H](c2c(nc(nc2[O-])N)NC1=O)c3ccccc3,C04945500,P53813435
Cc1c(c(n[nH]1)O)[C@@H](c2ccc(cc2)C#N)c3c([nH]nc3[O-])C,C04889200,P54158420
CCCSc1ccc(c(c1)[N-]S(=O)(=O)c2c[nH]nc2)N,C37744410,P56124065
COc1cc(ccc1O)/C=C/C(=O)/C=C(/C=C/c2ccc(c(c2)O)O)\[O-],C05543044,P56650433
Cc1c(c(=O)[nH][nH]1)[C@@H](c2ccc(cc2)F)c3c(n[nH]c3[O-])C,C35904235,P56753295
c1ccc(c(c1)C(=O)N)NS(=O)(=O)c2ccc(s2)C(=O)[O-],C38058748,P57235947
Cc1cc(c(c(=O)[nH]1)[C@H](c2ccccc2OC)c3c(cc([nH]c3=O)C)[O-])O,C07424338,P58142465
CC(C)Cc1c(nc(s1)N)c2ccc(o2)[P@](=O)(O)[O-],C36709982,P58241281
Cc1cc(c(c(=O)[nH]1)[C@@H](c2ccccc2)c3c(cc([nH]c3=O)C)[O-])O,C18241823,P58384644
Cc1c(c([nH]n1)[O-])[C@H](c2cc(ccc2O)OC)C3=C(N=N[C@@H]3O)C,C39355962,P59630574
Cc1cc(c(c(=O)[nH]1)[C@@H](c2ccc(cc2)OC)c3c(cc([nH]c3=O)C)[O-])O,C10217685,P59719142
c1cc(c(c(c1)F)F)[N-]S(=O)(=O)c2ccc(nc2)NN,C40231374,P61075735
c1ccc(c(c1)NC(=O)c2cc(c([n-]2)Cl)Cl)S(=O)(=O)N,C40381027,P61305578
CCC[C@H](C(=O)Nc1cc(c(cc1Cl)C(=O)[O-])OC)N,C40482765,P61462296
CCCNC(=O)CNC(=O)Nc1cc(ccc1C(=O)[O-])Cl,C40580031,P61613498
CN(CC/C(=N/O)/N)C(=O)c1ccc(cc1[O-])Br,C44490092,P67162120
c1cc(c(cc1Br)[O-])C(=O)N(CC/C(=N\O)/N)C2CC2,C44490131,P67162153
Cc1c([nH]/c(=N/C(=O)N[P@@](=O)(O)[O-])/s1)c2ccccc2,C19793110,P74087925
Cc1cc(nc(n1)SC[C@@H](COc2ccc(cc2)N)O)[O-],C51328359,P76893429
Cc1cc(nc(n1)S[C@@H](C/C(=N/O)/N)c2ccccc2)[O-],C55022918,P82858656
c1ccc(cc1)[C@@H](c2c([nH]c(=O)[nH]c2=O)[O-])Nc3ccccc3,C59517985,P90607890
CCOc1ccc(cc1)N/C(=N\c2nc(c(c(n2)[O-])CC#N)C)/N,C20503585,P91131271
CC(C)n1c(=O)[nH]nc1Sc2cc(c(cc2F)N)C(=O)[O-],C61596287,P94306142
Cc1c(c(c(cn1)CO)/C=[NH+]/N=C(\Nc2ccc(cc2)F)/[S-])[O-],C08692936,P94525182
CCNC(=O)CNC(=O)Nc1c(c(c(s1)C)C)C(=O)[O-],C62827877,P96415327
c1cc(cc(c1)Cl)S(=O)(=O)Nc2cc(ccc2C(=O)[O-])N,C62831871,P96421470
CCC[C@]1(C(=NC(=O)N1)[O-])C2CCN(CC2)c3cc(nc(n3)N)C,C67695432,P103945421
c1ccc(cc1)N/N=C/2\C(=NN(C2=O)c3ccccc3)/C=N/N=C(\N)/[S-],C05483209,P104004078
CC(C)(C)c1csc(n1)[N-]S(=O)(=O)c2cnccc2NN,C71220558,P110122013
Cc1cc(n[nH]1)C(=O)N/N=C(\NC(=O)/C=C/c2ccccc2Cl)/[S-],C05041264,P110268620
COc1ccc(c(c1)OC)N/C(=N\c2nc3c(c(n2)[O-])CCCC3)/N,C13549283,P111047002
CC(C)(C)CS(=O)(=O)[N-]c1cccc(c1/C(=N/O)/N)F,C80193090,P125255154
Cc1ccc(cc1[N-]S(=O)(=O)CC(C)(C)C)/C(=N/O)/N,C80193265,P125255407
CCO[C@H]1C[C@@H](C1(C)C)Nc2cccc(c2)NS(=O)(=O)[NH-],C85384370,P133606257
CCO[C@H]1C[C@H](C1(C)C)Nc2cccc(c2)[N-]S(=O)(=O)N,C85384376,P133606275
COc1ccc(cc1C(=O)[O-])CSc2[nH]c(=O)cc(n2)N,C87832224,P137385737
c1cc(c(c2c1nsn2)[N-]S(=O)(=O)c3c[nH]nc3N)Cl,C88119149,P137816385
Cc1cc(ccc1NC(=O)NC[C@@](C)(C(=O)[O-])O)Br,C90277271,P141122697
C[C@@](CNC(=O)NCCc1ccc(cc1)Cl)(C(=O)[O-])O,C90277833,P141123259
Cc1cc(nc(n1)SCC[C@H]2CCC[C@@]2(C(=O)N)NC)[O-],C93629313,P146650376
CCC(CC)(C(=O)Nc1ccccc1[N-]S(=O)(=O)C)N,C94244178,P147701794
Cc1cc(cc(c1N)C(=O)[O-])NCC(C)(C)S(=O)(=O)C,C94695978,P148426414
CCCn1c(=O)[nH]nc1Sc2cc(c(c(c2)C(=O)[O-])N)C,C94696526,P148426962
c1ccc(cc1)[C@H](c2nc([nH]n2)c3ccc(c(c3)[N+](=O)[O-])[O-])N,C95533479,P150161854
c1ccc(cc1)[C@@H](c2nc([nH]n2)c3cc(ccc3[O-])[N+](=O)[O-])N,C95533482,P150161857
c1cc(c(cc1Cl)Cl)NN=C2C(=O)NC(=O)NC2=O,C04179701,P05383252
CC1=C([C@@]2(c3ccccc3OC(=C2C#N)N)C(=O)N1)C(=O)OC,C04517193,P06137246
Cc1cc(c(nn1)O)/N=C/c2c(cnc(c2O)C)CO,C05401668,P07990572
COc1ccc(cc1)[C@@H]2[C@@H]3C(=NC(=O)N2)NC(=O)N3,C05513929,P08189183
COc1ccc(cc1)n2c(c(c(=O)[nH]c2=O)C=O)N,C08733320,P13404176
Cc1cccn2c1nc(c(c2=O)C(=O)NC[C@H](C)O)O,C09830114,P15030990
Cn1cc(c2c1cccc2)NC(=O)NNC(=O)OC,C05265746,P20001581
Cc1cc(=O)oc2c1ccc(c2)O[C@@H]3[C@@H]([C@H]([C@H]([C@@H](O3)C)O)O)O,C15205513,P23070636
Cn1c2c(c(=O)[nH]c1=O)[C@@H](NC(=O)N2)c3ccc(cc3)Cl,C20729073,P30938599
COc1ccc(cc1C(=O)Nc2c[nH]c(=O)[nH]c2=O)Cl,C21026826,P31397066
c1cc(ccc1/C=N/NC(=O)c2c(nn[nH]2)Cl)O,C03767320,P37218792
c1cc2c(cn[nH]2)c(c1)NS(=O)(=O)c3ccc(=O)[nH]c3,C37791377,P56207217
c1cc(cc(c1)S(=O)(=O)N)Nc2nnns2,C38644022,P58498489
c1c(cc(c2c1OCCO2)Cl)[C@@H](c3[n-]nnn3)[NH3+],C40397288,P61322520
CO[C@@H]1C[C@H](NC1)C(=O)N2C(=O)c3cccc(c3C2=O)N,C40632865,P61694018
C[C@@H](c1ccccc1N)Nc2cncc3n2nnn3,C44610720,P67318520
Cc1c(sc2c1c(nc(n2)Cn3c(=O)ccc(n3)O)N)C,C50818661,P76048107
Cc1c(c(n(n1)c2[nH]c(=O)c3c(n2)CCCC3)O)CCO,C18143324,P78628381
c1cc(c(cc1C(=O)N2CCSCC2)NN)[N+](=O)[O-],C54415745,P81877208
Cc1c(c(n(n1)C)Cl)/C=C/C(=O)NNC(=O)NC,C56376705,P84723910
Cn1c(ccn1)C(=O)N(C)c2ccc(cc2)/C(=N/O)/N,C61952128,P94967699
Cc1cc2ccc(c(c2nc1NN)C)n3cnnn3,C63119125,P96913684
Cc1nc(n(n1)c2cc(c3ccccc3n2)/C(=N/O)/N)C,C68797436,P105620230
c1ccc2c(c1)C[C@@H](CN2C(=O)c3cc(c[n-]3)[N+](=O)[O-])[NH3+],C70195851,P108203636
Cc1ccncc1[N-]S(=O)(=O)c2c([nH+]c3n2cccc3)N,C71414870,P110492164
Cc1nc2n(n1)[C@H]([C@@H](C(=N2)C)C(=O)N)c3ccc(cc3)O,C71555803,P110742272
CC(C)[C@@H](/C(=N/O)/N)C(=O)N1CCN(C(=O)C1)C,C84207104,P131757674
Cc1c(sc(=O)[nH]1)S(=O)(=O)N=c2[nH]cc[nH]2,C82459043,P132534738
c1c(sc(n1)NN)Cn2c(=O)n3c(n2)CCCC3,C86768339,P135810835
CCc1c(c(n[nH]1)C(=O)N2C[C@@H]3CC[C@H]2C3)S(=O)(=O)N,C87898916,P137489954
c1ccc2c(c1)C[C@H](CO2)c3nc(on3)c4c[nH]nc4N,C87996417,P137629182
COc1cc(ccc1O)c2nc(on2)[C@H]3COC[C@H]3N,C90364201,P141269954
C[C@]1(COC[C@@H]1NC(=O)N(C)C2CC[NH2+]CC2)C(=O)[O-],C90576730,P141652159
Cc1nc(cc2n1c(=O)[nH]n2)NCC3(CCCC3)O,C90670262,P141810291
c1c(nc([nH]c1=O)Sc2c(c(ncn2)Cl)C=O)N,C90826927,P142078835
Cc1c(c(n(n1)C(C)C)N2CCN3[C@H](C2)CNC3=O)N,C91752671,P143660347
Cc1c(c(on1)C)[C@H](C)NC(=O)c2ccc(nn2)N,C92342092,P144549482
c1cc(ccc1c2nc(on2)[C@@H]3Cc4c([nH]cn4)CN3)O,C92778472,P145243158
c1cncc2c1C(=O)N(C2=O)c3c(c[nH]n3)C(=S)N,C93355541,P146163458
Cc1c(c(n[nH]1)C)NC(=O)N2CCC(CC2)CC(=O)O,C93680539,P146740754
Cc1cc(nc(n1)C)n2c3c(c(n2)C(F)(F)F)c([nH]n3)N,C94259366,P147727885
[H]/N=C/1\[C@]2(CCCN(C2)C(=O)OC(C)(C)C)NC(=O)N1,C94512698,P148150224
CC1(C(=O)N(CCN1C(=O)C2(CCCC2)/C(=N\O)/N)C)C,C94867134,P148699243
c1cc2c(c(c1)O)nc3n(c2=O)-c4cc(c(cc4C3=O)O)O,C39124339,P151023881
c1cc(ccc1c2ccc3c(c2)c(=O)[nH]cn3)[C@H]4C(=O)NC(=O)N4,C96139060,P151442885
Cc1cc(c(cc1C)S(=O)(=O)N2CC(=O)NC(=O)C2)N,C97267643,P154025627
CC(C)n1cc(cc1C(=O)N2CC(=O)NC(=O)C2(C)C)N,C97300158,P154082357
CC[C@@H]1C(=O)NC(=O)CN1C(=O)c2c(nc(s2)N)C,C97320549,P154122906
CC[C@@H]1C(=O)NC(=O)CN1c2c(c(nn2CC)C)N,C97318118,P154126696
Cc1cc(n[nH]1)c2cc(nc(n2)N)N3CCN(CC3)C,C97729665,P155035914
C1C2CC3CC1CC(C2)(C3)NC(=O)[C@H]4[C@H]5C=C[C@@H]([C@@H]4C(=O)[O-])O5,C02736847,P05902185
c1cc(ccc1c2ccc(o2)/C=C/3\C(=O)NC(=S)N=C3[O-])Cl,C17196692,P28354234
COc1ccc(cc1)N2C(=O)/C(=C/c3ccccc3[O-])/NC2=S,C08567140,P29409691
CCc1n[nH]c(=S)n1/N=C(\C)/c2ccc3ccccc3c2[O-],C06359378,P37331481
CCN1C(=O)/C(=C/c2ccc(c(c2)I)[O-])/NC1=O,C04658951,P49310247
c1cc2c(cc1Br)occ(c2=O)/C=C/3\C(=O)NC(=N3)[S-],C02214392,P51641257
c1cc(c(c(c1)F)S(=O)(=O)[N-]c2nc3c(s2)CNCC3)F,C36233319,P53843951
C[C@H]1CCCN(C1)S(=O)(=O)[N-][C@@H]2Cc3ccccc3NC2,C36858650,P54778273
CC1([C@H](N(C(=S)S1)c2ccccc2)N(C(=O)NC)[O-])C,C00361166,P56339995
CC[C@]1(C(=O)NC(=NC1=O)[O-])c2ccc(cc2)c3ccccc3,C02867405,P56567972
Cc1ccc(cc1)N/C(=C/2\C(=O)c3ccccc3N(S2(=O)=O)C)/[S-],C05812474,P56667226
CC1=C([C@@H](NC(=N1)[S-])c2cccc3c2cccc3)C(=O)N4CCOCC4,C08692112,P57096145
C[C@@]1\2CC[C@@](C1(C)C)(C(=O)/C2=N/[O-])C(=O)NC3CCCCC3,C33957301,P57632802
Cc1cccc(c1)N2C(=O)/C(=C/c3ccc[nH]3)/C(=NC2=S)[O-],C00045640,P59597737
COc1ccc(cc1)N2[C@@H](NC(=O)C(=C2[S-])C#N)c3ccc(cc3)F,C39843075,P60459760
Cc1ccc(c(c1)[N-]C2=NC(=O)/C(=C/c3ccncc3)/S2)O,C39869694,P60497889
Cc1ccc(o1)[C@@H]2NC(=O)C(=C(N2c3ccccc3)[S-])C#N,C39887097,P60513094
CCc1ccc2c(c1)sc(n2)/N=C(/c3c[nH]c4ccccc4c3=O)\[O-],C40176888,P60976035
CN(CC(=O)[O-])C(=O)Nc1cc(ccc1Br)Br,C42582693,P64400756
c1ccc(c(c1)[N-]S(=O)(=O)c2cc(cnc2)Br)O,C44243315,P66815240
Cc1cc2c(c(n3c2c(c1)[C@@H](CC3(C)C)C)[O-])C4=NC(=S)NC4=O,C49623463,P74121017
C=CCN1C(=O)/C(=C\c2ccc(c(c2)Br)[O-])/NC1=O,C12468743,P74792393
c1ccc(cc1)N2C(=O)/C(=C\c3cc(ccc3Br)[O-])/C(=O)N2,C33336623,P90335579
CS(=O)(=O)Nc1ccc(cc1C(=O)[O-])I,C62824173,P96412371
Cc1c(sc(c1C(=O)[O-])NC(=O)N(C)[C@@H]2CCSC2)C,C62827756,P96415206
c1cc2c(cnn2c3ccc(s3)S(=O)(=O)[NH-])c(c1)Cl,C65434918,P100631612
COc1ccc(c(c1)/C=N/c2ccc3c(c2)NC(=O)CS3)[O-],C69453367,P106831326
c1cc(ccc1S(=O)(=O)[N-]c2ccc3c(c2)C(=O)NCC3)Cl,C70934251,P109472818
c1ccc(cc1)CN2[C@H]3[C@@H]([C@@H](N2)c4ccccc4F)C(=NC3=O)[O-],C19169227,P112270001
Cc1ccc(cc1)N/C(=C\2/C(=O)c3ccccc3N(S2(=O)=O)C)/[S-],C05812474,P113930110
c1cc(c(c(c1)Cl)C(=O)Nc2nc([n-]n2)C(F)(F)F)F,C78379913,P122257620
c1ccc(c(c1)[N-]S(=O)(=O)c2cc(c(=O)[nH]c2)Cl)Cl,C81674918,P127413036
c1cc2c(cc1NS(=O)(=O)c3cc(c(nc3)[O-])Cl)CCC2,C81674738,P127423554
c1cc2c3c(c1)c(=O)c(c(n3CCC2)[O-])/C(=N/C4CCCC4)/O,C04370305,P128199018
c1ccc(c(c1)/C=C/2\C(=O)N(C(=S)S2)/N=C(/c3ccccc3O)\[O-])F,C35575714,P130309334
c1ccc(cc1)Cc2ncc(s2)C(=O)/N=c\3/c(ccc[nH]3)[O-],C88280303,P138069240
C1C[C@H]2[C@H](C[C@@H]1N2C(=O)[C@@]3(CCNC3)C(F)(F)F)C(=O)[O-],C88355189,P138195237
CC[C@@H]1N([C@@H](CS1)C(=O)[O-])C(=O)N[C@@H]2CCCCC[C@@H]2C,C88516830,P138445913
CCO[C@H]1C[C@H](C12CCN(CC2)C(=O)Nc3cc(cc(c3)F)F)[O-],C89986373,P140661086
c1cc(c(cc1Br)[O-])C(=O)N2CCN(CC2)C3CNC3,C90306956,P141182287
c1cc2cccnc2c(c1)c3[nH]c(c(c(=O)n3)Br)[O-],C90762689,P141974754
C[C@H](CN(C)c1cc2c(cc1Br)C(=O)C(=N2)[O-])O,C92773504,P145265114
CC(C)(C)C1CCC(CC1)([C@@H]2CS(=O)(=O)C[C@@H]2O)C(=O)[O-],C93115467,P145780192
CN(C)c1[nH]c(c(c(=O)n1)c2cccc(c2)Br)[O-],C93174408,P145874442
c1ccc(c(c1)c2c([nH]c(nc2=O)[C@@H]3CCCO3)[O-])Br,C93176308,P145876352
c1ccc(c(c1)c2c([nH]c(nc2=O)[C@@H]3CSCCO3)[O-])Cl,C94500853,P148121348
CCc1[n-]nc(n1)C(=O)Nc2ccc(c(c2)F)Br,C95065109,P149067626
c1cc2c(c(c1)[N-]S(=O)(=O)c3ccc(cc3)C#N)C[C@H](C2)O,C95407635,P149873114
C1C[C@@H]([C@@H]([C@@H]2[C@@H]1CN3CCC4=C([C@@H]3C2)N=C5[C@@H]4C=CC=C5)C(=O)[O-])O,C95869934,P150894082
Cc1c(ccc(=O)[nH]1)/C(=N/[C@H](C#N)c2cccc(c2)Br)/[O-],C95979685,P151156795
Cn1cccc1C(=O)N[N-]S(=O)(=O)c2ccc(cc2F)F,C21632771,P32248362
CC(C)Cn1c-2nc(nc(=S)c2c([nH]c1=O)[O-])C3CCC3,C21958007,P32682601
c1cc(/c(=N/C(=O)c2ccc(cc2)S(=O)(=O)C(F)F)/[n-]c1)O,C32841698,P48629540
C[C@]12CCCC(=C)[C@@H]1C[C@H]3[C@@H](C2)OC(=O)[C@H]3CN[C@@H]4CON=C4[O-],C35361881,P52467652
CCc1nnc(s1)/N=C(/c2ccc3c(c2)c(=O)cc([nH]3)C)\[O-],C13684779,P54354175
Cc1c(sc(c1C(=O)[O-])NC(=O)c2ccn(c(=O)c2)C)C,C37448878,P55673122
Cc1c(c(sn1)NC(=O)/C=C/c2csc(n2)C)C(=O)[O-],C37675558,P56029307
c1cc(cc(c1)Cl)N(CC(=O)[O-])C(=O)c2c(ccc[nH+]2)[O-],C37760267,P56156838
c1cnccc1CC[C@]2(C(=O)NC(=NC2=O)[O-])C3CCCCC3,C18119348,P56651170
COc1ccc(cc1C#CCCO)/C(=N/c2nncs2)/[O-],C38074394,P57254618
c1cc(cnc1)NC(=O)/C(=N/c2nc3c(s2)CCCC3)/[O-],C38719719,P58629312
Cc1ccc(cc1)C2=Nn3c(=S)[nH]nc3S[C@@H]2CC(=O)[O-],C13182872,P60200763
c1ccc(cc1)c2nc([n-]n2)SCC3=CC(=O)[C@H](CO3)O,C39731397,P60245372
c1cc(c(c2c1scn2)[N-]S(=O)(=O)N3CCNCC3)Cl,C40860668,P62039374
c1cc(c(cc1S(=O)(=O)[NH-])F)S(=O)(=O)N2CCCCCC2,C42278545,P63961377
C[C@@H](c1[n-]nnn1)NC(=O)c2ccc(c(c2)F)Br,C44925727,P67723068
CCN1C(=O)/C(=C\c2cc(c(c(c2)Br)[O-])OC)/NC1=O,C04689723,P74792407
COc1c(cc(cc1Cl)/C(=N/C2=NC(=O)CN2)/[O-])Cl,C50222493,P75112024
c1cc2c(cc1S(=O)(=O)[N-]NC(=O)[C@H]3CCCO3)CCCC2,C55590153,P83740460
c1ccc2c(c1)c(=O)c(co2)/C=C\C=C/3\C(=O)NC(=S)N=C3[O-],C56645580,P85088536
CC1=CC(=C2C(=O)NC(=S)N=C2[O-])C=C(N1C[C@H]3CCCO3)C,C57478256,P86337751
c1cc(ccc1C(=O)[O-])/N=C\2/N[C@@H]3CS(=O)(=O)C[C@@H]3S2,C20131493,P87373008
c1cc(ccc1[N-]S(=O)(=O)N2CCNCC2)N3CCCC3,C40861055,P88253482
Cc1ccc(cc1)C(=O)C2=NN(C(=O)[C@]2(O)[O-])c3ccccc3,C34493116,P89531326
c1ccc(c(c1)S(=O)(=O)[N-]c2[nH]cnn2)Br,C61844826,P94748311
Cc1cc(cc(c1C)C(=O)[O-])NC(=O)CN2CSCC2=O,C62348611,P95667906
C[C@H]1[C@H](c2ccccc2N1C/C(=N/c3[nH]ncn3)/[O-])Br,C63959671,P98191344
c1cc(cc(c1)Br)NC(=O)CN2CC(=NC2=O)[O-],C70079157,P108032547
Cc1ccc(c(c1OC)C)[N-]S(=O)(=O)c2c[nH]ccc2=O,C71224429,P110123130
CN/C(=C(\C#N)/C(=O)c1ccn(n1)c2ccccc2Cl)/[O-],C51899139,P111446260
Cc1cc(c(n1C(C)C)C)C(=O)Nc2nc([n-]n2)C(F)(F)F,C43997055,P115218341
CC1(Nc2ccccc2C(=O)N1[N-]S(=O)(=O)c3ccccc3)C,C03641464,P126203669
COc1cc(cc(c1[O-])/C=N/NC(=O)CC#N)Br,C59475521,P130271689
C[C@@H](C(=O)[O-])Nc1ccc(cc1[N+](=O)[O-])I,C85101180,P133158128
CCNc1c(cnc(n1)c2cn[n-]n2)I,C87601436,P137028749
COc1ccc(cc1Br)/N=C(/C(=O)NCC#N)\[O-],C88322572,P138139096
CN(C)S(=O)(=O)c1ccc(cc1)c2cc([nH]c(=S)n2)[O-],C88832226,P138963283
c1ccc(c(c1)F)S(=O)(=O)[N-]c2c[nH]nc2c3ccccn3,C89814063,P140404701
C[C@@]1(COC[C@@H]1NS(=O)(=O)c2ccc(s2)Cl)C(=O)[O-],C90570495,P141645886
C[C@]1(COC[C@@H]1NS(=O)(=O)c2ccc(s2)Cl)C(=O)[O-],C90570496,P141645887
CCc1c(sc(n1)NC(=O)N2CCSC[C@H]2CC(=O)[O-])C,C91131798,P142561842
c1csc2n1c(c(n2)Cl)S(=O)(=O)NC3CC(C3)[O-],C91425995,P143065516
Cc1c(ccc(n1)[N-]S(=O)(=O)c2c[nH]nc2C)Br,C91507983,P143197776
Cc1c(cc/c(=N/S(=O)(=O)CCC(=O)[O-])/[nH]1)Br,C91506924,P143210466
CC(C)N[C@]1(CC[C@H](C1)Sc2c3c(nc[n-]3)ncn2)C#N,C93806740,P146973156
c1cc(nc(c1C(=O)[O-])Sc2[nH]c(=O)ccn2)C(F)(F)F,C94338287,P147860497
C[C@@H](c1[n-]nnn1)NC(=O)c2c(cc(cc2F)Br)F,C94716261,P148457882
COc1ccc(cc1NC(=O)c2[n-]nc(n2)C3CC3)Br,C95062592,P149055567
CC1(C(=O)NC(=O)CN1Cc2cc(cs2)/C=C/C(=O)[O-])C,C97316653,P154118004
c1c(c(c(c(c1F)F)S(=O)(=O)[NH-])Cl)C(=O)OC2COC2,C98059796,P155813039
CCOc1ccc(cc1)/C(=N/N=C\2/NC(=O)[C@@H](S2)CC(=O)[O-])/C,C04419872,P05949348
c1ccc(cc1)CN2C(=O)/C(=C/c3ccc(cc3)OCC(=O)[O-])/NC2=O,C12136835,P17863954
COC(=O)c1ccccc1N/C=C/2\C(=O)N(C(=S)S2)CC(=O)[O-],C12139503,P17910202
COC(=O)CNS(=O)(=O)c1ccc(c(c1)C(=O)[O-])Br,C13076503,P19291701
Cc1cccc(c1C)N2C(=O)[C@H](SC2=O)CC(=O)NCCC(=O)[O-],C16905588,P25464086
Cc1c(c(=O)c2ccccc2[nH]1)CC/C(=N/c3nnc(s3)COC)/[O-],C19577249,P29007507
COCCN1[C@H](C(=C(C1=O)[O-])C(=O)c2ccco2)c3ccc(cc3)O,C04312020,P29643069
CC[C@H](C)NC(=O)c1c(=O)c2cc(c(cc2n(c1[O-])CC=C)OC)OC,C06821297,P29802466
Cc1cc(cc(c1)OCCN(C)C(=O)CC[C@H]2C(=NC(=O)N2)[O-])C,C30894394,P45484079
CCC[C@@H](C(=O)[O-])NC(=O)CCc1cc2c(cc(=O)oc2cc1OC)C,C35686283,P52968977
CCOC(=O)[C@@H]1[C@H]([C@@H](S[C@@H]1NC(=O)CSc2[n-]ncn2)C)C,C39964395,P60649605
c1cc(ccc1OCCC(=O)NCc2[n-]nnn2)Br,C44928771,P67727980
Cc1csc(=O)n1CC/C(=C(/C#N)\C(=O)Nc2ccc(cc2)OC)/[O-],C51031769,P76402801
c1cnn(c1)CCCN/C(=N/c2nnc(s2)c3ccsc3)/[O-],C52496368,P78572865
Cc1c(c(n(n1)CC(=O)[O-])C)NS(=O)(=O)/C=C/c2ccccc2,C55244790,P83214820
CCN(CC)S(=O)(=O)c1ccc(c(c1)NC(=O)C2CCOCC2)[O-],C58322724,P88056116
CCOc1ccc(cc1)C(=O)C2=C(C(=O)N([C@H]2c3ccco3)CCO)[O-],C15920102,P89621185
c1ccc(cc1)CCNC(=O)C[N-]C2=NC(=N[C@@H]3C2=NC=N3)Cl,C39272779,P97180647
CC1=c2c(nn(c2=NC(=O)[C@@H]1CCC(=O)NCCc3ccsc3)C)[O-],C63914335,P98132265
COCCCNC(=O)CN1CCN(CC1)C(=O)c2ccccc2[O-],C58229638,P98574188
CC[C@H](C)[C@@H](/C(=N/OCC)/[O-])NC1=NS(=O)(=O)c2c1cccc2,C58421328,P98678037
c1ccc2c(c1)C(=O)N(C2=O)CCCCSC3=NC(=O)CC(=N3)[NH-],C64672678,P99343417
Cc1ccccc1CN(CC=C)C(=O)Cc2nc([nH]n2)/N=C(/C)\[O-],C65396344,P100548359
C[C@@H](C(=O)Nc1[n-]nc(n1)C(F)(F)F)Oc2cccc(c2)C=O,C68304448,P104835778
CCc1cc(c(s1)[N-]S(=O)(=O)c2c[nH]cn2)C(=O)OCC,C70416203,P108568731
COCc1cc(ccc1OC)/C=C/C(=O)c2c([nH]c(=O)sc2=O)[O-],C36621731,P110402132
Cc1cc(c(c(=O)[nH]1)[C@H](CC(=O)OC)c2c(nc(s2)N(C)C)C)[O-],C72403669,P112619595
CCCCN/C(=C(\C#N)/C(=O)Cn1c(=O)c2ccccc2cn1)/[O-],C76382227,P119128780
CCCCN/C(=C(\C#N)/C(=O)CCn1c2ccccc2oc1=O)/[O-],C51010387,P119138041
CCC[C@H](C)N1C[C@H](CC1=O)/C(=N/c2[nH]nc(n2)C(F)(F)F)/[O-],C77527833,P120987404
C[C@@H](C1CC1)N(C)S(=O)(=O)[N-]Cc2cccc(c2)c3[nH]ncn3,C79047965,P123452236
Cc1ccc(cc1)CCNC(=O)CN(C)S(=O)(=O)c2cnc[n-]2,C15974332,P126572370
CC(C)C/C(=N/S(=O)(=O)c1ccc(cc1)NS(=O)(=O)C)/[O-],C00249389,P128031139
Cc1c(c(on1)C)CCCNC(=O)/C(=N/c2ccc(nc2)Cl)/[O-],C84965718,P132981182
CCc1nc([n-]n1)S(=O)(=O)[C@H](C)C(=O)NCC2CCCCC2,C86170640,P134932094
CCc1nc([n-]n1)S(=O)(=O)[C@@H](C)C(=O)N[C@@H](C)c2ccccc2C,C86170677,P134932172
CCc1nc([n-]n1)[S@@](=O)[C@@H](C)C(=O)Nc2cc(ccc2OC)C,C86328320,P135180351
Cc1c(c(n(n1)C)C)C[C@@H](C)NC(=O)/C(=N/c2cc(ccc2F)OC)/[O-],C88779139,P138884477
c1cc(sc1/C=C/C(=O)NCCn2cc(nn2)C(=O)[O-])Cl,C89695764,P140225712
C#CCCCCNC(=O)/C(=N/c1ccc(nc1)Oc2cccnc2)/[O-],C89952051,P140611527
CCn1c(nnc1[S-])CNC(=O)CN(CCc2ccccc2)C(=O)C,C90551707,P141613607
CCOc1ccc(cc1CN(C)C(=O)CC[C@@H]2C(=NC(=O)N2)[O-])Cl,C91871551,P143833162
c1c(cc(c(c1CN2CCC(CC2)OCCCO)[O-])[N+](=O)[O-])Cl,C93694352,P146764861
CC(C)(C)OC(=O)N1CCN(CC1)N[C@H](c2ccsc2)C(=O)[O-],C83252253,P149399573
CCCS(=O)(=O)CC(=O)Nc1ccc(cc1[O-])C(=O)OCC,C95400288,P149859002
Cc1cc(cc(=O)n1CC(=O)NCCn2ccc3c2cccc3OC)[O-],C96231086,P151644721
C[C@@H](c1nnc(o1)CC(C)C)Nc2ccc(cc2)[N-]S(=O)(=O)C,C96436874,P152225152
c1ccc(cc1)NC(=O)C[C@H]2C(=O)N=C(S2)[N-]/N=C\c3cccnc3,C33431876,P153348907
